Ativo,Ativo Circulante,Cart. de Crédito,Depósitos,Disponibilidades,Dív. Bruta,Dív. Líquida,Patrim. Líq,ticker
675083000.0,306810000.0,,,177506000.0,0.0,-177506000.0,525543000.0,PEAB3
675083000.0,306810000.0,,,177506000.0,0.0,-177506000.0,525543000.0,PEAB4
926011000000.0,112101000000.0,,,33294000000.0,351161000000.0,317867000000.0,295541000000.0,PETR3
926011000000.0,112101000000.0,,,33294000000.0,351161000000.0,317867000000.0,295541000000.0,PETR4
3149600000.0,2021040000.0,,,244854000.0,709181000.0,464327000.0,984289000.0,PFRM3
10234400000.0,,2627610000.0,5901040000.0,,,,841055000.0,PINE4
496178000.0,104367000.0,,,12847000.0,183247000.0,170400000.0,-192059000.0,PLAS3
4604870000.0,2232180000.0,,,266077000.0,2241630000.0,1975550000.0,832397000.0,PMAM3
1352520000.0,813547000.0,,,66521000.0,470075000.0,403554000.0,498578000.0,PNVL3
1352520000.0,813547000.0,,,66521000.0,470075000.0,403554000.0,498578000.0,PNVL4
5193680000.0,2835220000.0,,,1174780000.0,1803370000.0,628588000.0,2310080000.0,POMO3
5193680000.0,2835220000.0,,,1174780000.0,1803370000.0,628588000.0,2310080000.0,POMO4
1876200000.0,1457640000.0,,,368625000.0,634848000.0,266223000.0,524611000.0,POSI3
5483790000.0,1454890000.0,,,685698000.0,2197660000.0,1511960000.0,1878370000.0,PRIO3
239903000.0,119048000.0,,,26669000.0,86716000.0,60047000.0,57282000.0,PRNR3
32711300000.0,22783800000.0,,,10198000000.0,0.0,-10198000000.0,8269650000.0,PSSA3
1822290000.0,872190000.0,,,329372000.0,790359000.0,460987000.0,362385000.0,PTBL3
536183000.0,245157000.0,,,45134800.0,131238000.0,86103300.0,214637000.0,PTNT3
536183000.0,245157000.0,,,45134800.0,131238000.0,86103300.0,214637000.0,PTNT4
4294690000.0,1832210000.0,,,1273340000.0,1309570000.0,36233000.0,2324350000.0,QUAL3
12248300000.0,5756050000.0,,,299226000.0,1126480000.0,827250000.0,4025010000.0,RADL3
32832700000.0,4949480000.0,,,1963010000.0,11719700000.0,9756720000.0,8344280000.0,RAIL3
1614750000.0,456557000.0,,,80731000.0,852321000.0,771590000.0,299193000.0,RANI3
1614750000.0,456557000.0,,,80731000.0,852321000.0,771590000.0,299193000.0,RANI4
6298760000.0,3775780000.0,,,1771090000.0,2870160000.0,1099070000.0,1695280000.0,RAPT3
6298760000.0,3775780000.0,,,1771090000.0,2870160000.0,1099070000.0,1695280000.0,RAPT4
41587000.0,16191000.0,,,120000.0,93000.0,-27000.0,-66069000.0,RCSL4
1321750000.0,541322000.0,,,133008000.0,389854000.0,256846000.0,611714000.0,RDNI3
18594100000.0,6088710000.0,,,843107000.0,7749570000.0,6906470000.0,3532700000.0,REDE3
17175700000.0,3539660000.0,,,2128450000.0,7708350000.0,5579900000.0,5287410000.0,RENT3
32838000000.0,4953880000.0,,,1963020000.0,11720500000.0,9757460000.0,2376850000.0,RLOG3
2315600000.0,26640000.0,,,7491000.0,1494160000.0,1486670000.0,-851318000.0,RNEW11
2315600000.0,26640000.0,,,7491000.0,1494160000.0,1486670000.0,-851318000.0,RNEW3
2315600000.0,26640000.0,,,7491000.0,1494160000.0,1486670000.0,-851318000.0,RNEW4
1367240000.0,760182000.0,,,148490000.0,349478000.0,200988000.0,757284000.0,ROMI3
992999000.0,7390000.0,,,5828000.0,0.0,-5828000.0,989509000.0,RPAD3
992999000.0,7390000.0,,,5828000.0,0.0,-5828000.0,989509000.0,RPAD5
992999000.0,7390000.0,,,5828000.0,0.0,-5828000.0,989509000.0,RPAD6
2094740000.0,1902630000.0,,,50000.0,0.0,-50000.0,-2618490000.0,RPMG3
2171740000.0,933644000.0,,,69629000.0,1605420000.0,1535790000.0,-571672000.0,RSID3
193801000.0,60520000.0,,,644000.0,6505000.0,5861000.0,-6384000.0,RSUL4
838536000000.0,,193414000000.0,274212000000.0,,,,69687700000.0,SANB11
838536000000.0,,193414000000.0,274212000000.0,,,,69687700000.0,SANB3
838536000000.0,,193414000000.0,274212000000.0,,,,69687700000.0,SANB4
11939600000.0,1170740000.0,,,274059000.0,3080430000.0,2806370000.0,6173910000.0,SAPR11
11939600000.0,1170740000.0,,,274059000.0,3080430000.0,2806370000.0,6173910000.0,SAPR3
11939600000.0,1170740000.0,,,274059000.0,3080430000.0,2806370000.0,6173910000.0,SAPR4
45838000000.0,5120870000.0,,,2633410000.0,13667000000.0,11033600000.0,21801900000.0,SBSP3
2766700000.0,294471000.0,,,225406000.0,1231010000.0,1005610000.0,1475840000.0,SCAR3
2503970000.0,816268000.0,,,505606000.0,193130000.0,-312476000.0,1317110000.0,SEER3
3384310000.0,1292400000.0,,,221780000.0,1100110000.0,878335000.0,1420560000.0,SGPS3
629630000.0,358302000.0,,,235982000.0,160667000.0,-75315000.0,279348000.0,SHOW3
1397290000.0,857915000.0,,,316628000.0,535080000.0,218452000.0,620101000.0,SHUL4
6876920000.0,2988520000.0,,,702749000.0,2137540000.0,1434800000.0,2733090000.0,SLCE3
937906000.0,302419000.0,,,16970000.0,463850000.0,446880000.0,18580000.0,SLED3
937906000.0,302419000.0,,,16970000.0,463850000.0,446880000.0,18580000.0,SLED4
2884580000.0,2763450000.0,,,1173920000.0,0.0,-1173920000.0,1205340000.0,SMLS3
11507800000.0,3783310000.0,,,1344320000.0,5826310000.0,4481980000.0,3695000000.0,SMTO3
76735000.0,44220000.0,,,25878000.0,0.0,-25878000.0,52039000.0,SOND5
76735000.0,44220000.0,,,25878000.0,0.0,-25878000.0,52039000.0,SOND6
42348000.0,14759000.0,,,3558000.0,0.0,-3558000.0,39160000.0,SPRI3
42348000.0,14759000.0,,,3558000.0,0.0,-3558000.0,39160000.0,SPRI5
42348000.0,14759000.0,,,3558000.0,0.0,-3558000.0,39160000.0,SPRI6
618252000.0,397499000.0,,,368290000.0,61800000.0,-306490000.0,430818000.0,SQIA3
3203630000.0,627642000.0,,,464241000.0,460891000.0,-3350020.0,1357500000.0,STBP3
28412500000.0,20270400000.0,,,16970100000.0,1750350000.0,-15219800000.0,7145830000.0,SULA11
28412500000.0,20270400000.0,,,16970100000.0,1750350000.0,-15219800000.0,7145830000.0,SULA3
28412500000.0,20270400000.0,,,16970100000.0,1750350000.0,-15219800000.0,7145830000.0,SULA4
97908200000.0,18884200000.0,,,9399760000.0,63684300000.0,54284600000.0,17972600000.0,SUZB3
10686600000.0,3130850000.0,,,18982000.0,4765100000.0,4746120000.0,4997130000.0,TAEE11
10686600000.0,3130850000.0,,,18982000.0,4765100000.0,4746120000.0,4997130000.0,TAEE3
10686600000.0,3130850000.0,,,18982000.0,4765100000.0,4746120000.0,4997130000.0,TAEE4
1084830000.0,763364000.0,,,27309000.0,767884000.0,740575000.0,-320169000.0,TASA3
1084830000.0,763364000.0,,,27309000.0,767884000.0,740575000.0,-320169000.0,TASA4
231079000.0,39754000.0,,,1000.0,33119000.0,33118000.0,1497000.0,TCNO3
231079000.0,39754000.0,,,1000.0,33119000.0,33118000.0,1497000.0,TCNO4
1893360000.0,806370000.0,,,341958000.0,388924000.0,46966000.0,1000390000.0,TCSA3
783533000.0,400715000.0,,,82862000.0,125814000.0,42952000.0,417917000.0,TECN3
971334000.0,53133000.0,,,137000.0,456620000.0,456483000.0,-1543650000.0,TEKA3
971334000.0,53133000.0,,,137000.0,456620000.0,456483000.0,-1543650000.0,TEKA4
3486470000.0,340422000.0,,,73853000.0,275018000.0,201165000.0,34044000.0,TELB3
3486470000.0,340422000.0,,,73853000.0,275018000.0,201165000.0,34044000.0,TELB4
3164920000.0,2122980000.0,,,976331000.0,744830000.0,-231501000.0,1303330000.0,TEND3
2499430000.0,693886000.0,,,23528000.0,926427000.0,902899000.0,962097000.0,TESA3
993224000.0,457387000.0,,,112108000.0,225321000.0,113213000.0,577735000.0,TGMA3
7798910000.0,1805160000.0,,,1362750000.0,4254950000.0,2892190000.0,1451170000.0,TIET11
7798910000.0,1805160000.0,,,1362750000.0,4254950000.0,2892190000.0,1451170000.0,TIET3
7798910000.0,1805160000.0,,,1362750000.0,4254950000.0,2892190000.0,1451170000.0,TIET4
40348900000.0,8454130000.0,,,2939290000.0,2029090000.0,-910201000.0,22431800000.0,TIMP3
222030000.0,100395000.0,,,22106000.0,3837000.0,-18269000.0,180387000.0,TKNO4
3535930000.0,2004270000.0,,,1538160000.0,450676000.0,-1087480000.0,2477210000.0,TOTS3
3688990000.0,223817000.0,,,88376000.0,1978000000.0,1889630000.0,684212000.0,TPIS3
1693080000.0,1470100000.0,,,531927000.0,354652000.0,-177275000.0,1036050000.0,TRIS3
20014300000.0,3614360000.0,,,1204540000.0,3200550000.0,1996010000.0,11949600000.0,TRPL3
20014300000.0,3614360000.0,,,1204540000.0,3200550000.0,1996010000.0,11949600000.0,TRPL4
5196260000.0,2575270000.0,,,611186000.0,1507580000.0,896392000.0,2338990000.0,TUPY3
175122000.0,52440000.0,,,89000.0,192643000.0,192554000.0,-305523000.0,TXRX3
175122000.0,52440000.0,,,89000.0,192643000.0,192554000.0,-305523000.0,TXRX4
228814000.0,125305000.0,,,66313000.0,0.0,-66313000.0,182761000.0,UCAS3
31195500000.0,15058100000.0,,,5205590000.0,15981400000.0,10775800000.0,9458250000.0,UGPA3
3636260000.0,1256600000.0,,,528745000.0,763670000.0,234925000.0,1324090000.0,UNIP3
3636260000.0,1256600000.0,,,528745000.0,763670000.0,234925000.0,1324090000.0,UNIP5
3636260000.0,1256600000.0,,,528745000.0,763670000.0,234925000.0,1324090000.0,UNIP6
26337000000.0,8861280000.0,,,1921140000.0,5106240000.0,3185100000.0,14043400000.0,USIM3
26337000000.0,8861280000.0,,,1921140000.0,5106240000.0,3185100000.0,14043400000.0,USIM5
26337000000.0,8861280000.0,,,1921140000.0,5106240000.0,3185100000.0,14043400000.0,USIM6
369670000000.0,68697500000.0,,,29627100000.0,59842700000.0,30215600000.0,161480000000.0,VALE3
1265390000.0,729112000.0,,,88320100.0,280413000.0,192093000.0,604529000.0,VIVA3
553725000.0,191755000.0,,,4708000.0,251258000.0,246550000.0,-92585000.0,VIVR3
108290000000.0,18644700000.0,,,3393380000.0,13824700000.0,10431300000.0,70455600000.0,VIVT3
108290000000.0,18644700000.0,,,3393380000.0,13824700000.0,10431300000.0,70455600000.0,VIVT4
2610680000.0,1160910000.0,,,342365000.0,1024130000.0,681761000.0,1160780000.0,VLID3
1355160000.0,794232000.0,,,62164000.0,43053000.0,-19111000.0,1087140000.0,VULC3
21808000000.0,10770000000.0,,,1405000000.0,5603000000.0,4198000000.0,1474000000.0,VVAR3
15687600000.0,9760900000.0,,,3390270000.0,2284970000.0,-1105300000.0,8717250000.0,WEGE3
7025140000.0,3681730000.0,,,712341000.0,499264000.0,-213077000.0,2846050000.0,WHRL3
7025140000.0,3681730000.0,,,712341000.0,499264000.0,-213077000.0,2846050000.0,WHRL4
586297000.0,134475000.0,,,45760000.0,165000.0,-45595000.0,187057000.0,WIZS3
526430000.0,200420000.0,,,43978000.0,9494000.0,-34484000.0,414642000.0,WLMM3
526430000.0,200420000.0,,,43978000.0,9494000.0,-34484000.0,414642000.0,WLMM4
4566060000.0,607807000.0,,,225145000.0,2022490000.0,1797340000.0,2018430000.0,WSON33
5740260000.0,1664540000.0,,,865770000.0,1900290000.0,1034520000.0,3192040000.0,YDUQ3
